Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases,Purchase Date
1930,59,Male,Jeans,Clothing,39,Hawaii,L,Red,Fall,4.9,No,Next Day Air,No,No,46,Venmo,Monthly,2024-08-03
1311,43,Male,Sweater,Clothing,89,South Carolina,L,Red,Fall,2.4,No,Store Pickup,Yes,Yes,38,Credit Card,Monthly,2024-08-04
1494,70,Male,Sandals,Accessories,46,North Dakota,S,Purple,Spring,4.5,No,Next Day Air,Yes,Yes,44,Credit Card,Every 3 Months,2024-08-04
1157,20,Male,Jeans,Footwear,53,Hawaii,M,Magenta,Summer,3.2,No,Next Day Air,Yes,Yes,6,Venmo,Quarterly,2024-08-04
206,67,Male,Socks,Clothing,16,Hawaii,M,Green,Spring,4.6,Yes,Express,Yes,Yes,25,PayPal,Annually,2024-08-04
2894,69,Female,Sneakers,Accessories,68,Kentucky,S,Gold,Summer,4.6,No,Next Day Air,No,No,44,Debit Card,Annually,2024-08-04
2045,49,Male,Gloves,Clothing,43,Missouri,L,Gray,Summer,3.0,No,Free Shipping,No,No,17,PayPal,Every 3 Months,2024-08-04
1521,21,Male,Sandals,Accessories,69,Iowa,M,Blue,Summer,4.5,No,Express,Yes,Yes,39,Cash,Weekly,2024-08-04
2863,68,Female,Jeans,Outerwear,63,Hawaii,S,Charcoal,Summer,4.7,No,Express,No,No,5,Bank Transfer,Every 3 Months,2024-08-04
3764,27,Female,Scarf,Clothing,71,Oklahoma,XL,Brown,Winter,2.3,No,Free Shipping,No,No,38,Cash,Monthly,2024-08-04
1460,20,Male,Socks,Footwear,83,Maine,L,Red,Fall,4.4,No,Store Pickup,Yes,Yes,18,Venmo,Bi-Weekly,2024-08-04
2923,45,Female,Skirt,Accessories,46,Kentucky,L,Green,Winter,3.6,No,2-Day Shipping,No,No,16,PayPal,Annually,2024-08-04
2375,69,Male,Socks,Accessories,66,Washington,L,Violet,Summer,3.9,No,Free Shipping,No,No,31,Debit Card,Annually,2024-08-04
3750,24,Female,Gloves,Clothing,48,Alaska,L,Magenta,Fall,3.3,No,Express,No,No,38,Venmo,Weekly,2024-08-04
2828,20,Female,Shorts,Clothing,66,Wisconsin,M,Silver,Spring,4.8,No,Store Pickup,No,No,11,Bank Transfer,Weekly,2024-08-04
51,49,Male,Gloves,Clothing,77,Maryland,M,Violet,Winter,3.6,Yes,2-Day Shipping,Yes,Yes,39,Debit Card,Fortnightly,2024-08-04
2969,26,Female,Shirt,Clothing,49,South Carolina,S,White,Fall,3.6,No,2-Day Shipping,No,No,25,Cash,Bi-Weekly,2024-08-04
3697,63,Female,Handbag,Clothing,85,Connecticut,L,Purple,Winter,2.3,No,Free Shipping,No,No,26,Bank Transfer,Annually,2024-08-04
1679,41,Male,Hat,Clothing,55,Ohio,S,Peach,Winter,3.3,No,2-Day Shipping,No,No,30,Venmo,Bi-Weekly,2024-08-04
2234,38,Male,Skirt,Clothing,43,Florida,XL,Peach,Fall,2.3,No,Standard,No,No,48,Credit Card,Weekly,2024-08-04
76,64,Male,Hat,Accessories,66,Utah,M,Lavender,Summer,4.2,Yes,Store Pickup,Yes,Yes,21,Credit Card,Annually,2024-08-04
2808,56,Female,Belt,Clothing,75,Maryland,M,Charcoal,Winter,3.2,No,Store Pickup,No,No,10,Debit Card,Weekly,2024-08-04
2996,29,Female,Gloves,Clothing,38,Virginia,M,Indigo,Spring,4.1,No,2-Day Shipping,No,No,42,Debit Card,Weekly,2024-08-04
1287,40,Male,Sunglasses,Accessories,89,West Virginia,L,Yellow,Spring,2.6,No,Express,Yes,Yes,44,Debit Card,Annually,2024-08-04
2144,53,Male,Hat,Footwear,41,Arkansas,L,Pink,Summer,2.6,No,Free Shipping,No,No,48,Venmo,Monthly,2024-08-04
326,70,Male,Blouse,Clothing,76,Vermont,M,Charcoal,Spring,2.4,Yes,Store Pickup,Yes,Yes,38,Debit Card,Annually,2024-08-04
2399,65,Male,Belt,Outerwear,61,Florida,M,Purple,Winter,4.4,No,2-Day Shipping,No,No,44,Bank Transfer,Monthly,2024-08-04
123,40,Male,Blouse,Accessories,51,Washington,L,Gold,Spring,4.8,Yes,Express,Yes,Yes,44,Cash,Weekly,2024-08-04
3561,18,Female,Jeans,Clothing,76,Kansas,XL,Yellow,Spring,3.2,No,2-Day Shipping,No,No,5,Credit Card,Quarterly,2024-08-04
3668,51,Female,Scarf,Clothing,103,Washington,L,Magenta,Summer,2.9,No,Next Day Air,No,No,20,Venmo,Monthly,2024-08-04
1528,26,Male,Sweater,Accessories,40,Wisconsin,L,Maroon,Spring,3.2,No,Store Pickup,Yes,Yes,33,Debit Card,Weekly,2024-08-04
1431,48,Male,Hoodie,Footwear,57,Michigan,S,Black,Fall,4.2,No,Next Day Air,Yes,Yes,3,Credit Card,Annually,2024-08-04
3849,22,Female,Sneakers,Accessories,32,New Hampshire,M,Silver,Winter,2.6,No,2-Day Shipping,No,No,39,Cash,Weekly,2024-08-04
2002,51,Male,Shoes,Accessories,82,Wyoming,S,Teal,Fall,3.5,No,Store Pickup,No,No,2,Debit Card,Bi-Weekly,2024-08-04
723,27,Male,Socks,Clothing,65,Wyoming,S,Brown,Winter,4.1,Yes,Free Shipping,Yes,Yes,50,Cash,Monthly,2024-08-04
3813,50,Female,Blouse,Clothing,33,Michigan,M,White,Summer,4.6,No,Next Day Air,No,No,7,Bank Transfer,Bi-Weekly,2024-08-04
2599,64,Male,Hat,Accessories,69,Nevada,XL,Violet,Summer,2.5,No,Standard,No,No,31,Debit Card,Quarterly,2024-08-04
3814,61,Female,Jeans,Clothing,35,Georgia,M,Red,Summer,2.7,No,Store Pickup,No,No,31,Venmo,Quarterly,2024-08-04
1827,45,Male,Shirt,Clothing,47,Indiana,M,Gray,Winter,2.9,No,Free Shipping,No,No,44,Debit Card,Bi-Weekly,2024-08-04
1968,37,Male,Jewelry,Clothing,97,Georgia,L,Green,Summer,2.8,No,Next Day Air,No,No,4,Venmo,Every 3 Months,2024-08-04
1720,45,Male,Backpack,Clothing,65,Maryland,M,Green,Winter,3.8,No,Free Shipping,No,No,8,Venmo,Fortnightly,2024-08-04
1717,69,Male,T-shirt,Clothing,47,Connecticut,M,Gold,Summer,3.7,No,Standard,No,No,30,Cash,Bi-Weekly,2024-08-04
3492,22,Female,Boots,Clothing,74,Maine,M,Pink,Fall,4.3,No,Store Pickup,No,No,15,Cash,Quarterly,2024-08-04
1616,64,Male,Sunglasses,Accessories,8,New York,M,Maroon,Fall,2.1,No,Store Pickup,Yes,Yes,45,Cash,Quarterly,2024-08-04
1375,22,Male,Jacket,Accessories,104,New York,M,Teal,Winter,3.3,No,Store Pickup,Yes,Yes,5,Bank Transfer,Bi-Weekly,2024-08-04
836,35,Male,Gloves,Footwear,50,Maryland,L,Teal,Spring,2.1,Yes,Store Pickup,Yes,Yes,21,Debit Card,Monthly,2024-08-04
4,21,Male,Skirt,Footwear,44,Rhode Island,M,Teal,Fall,4.6,Yes,Store Pickup,Yes,Yes,49,PayPal,Fortnightly,2024-08-04
4,21,Male,Sweater,Footwear,51,Rhode Island,M,Gold,Winter,3.9,Yes,Store Pickup,Yes,Yes,49,PayPal,Monthly,2024-08-04
162,65,Male,Jewelry,Accessories,76,North Dakota,M,Black,Summer,3.4,Yes,Free Shipping,Yes,Yes,29,Venmo,Every 3 Months,2024-08-04
1842,31,Male,Coat,Clothing,35,Vermont,L,Yellow,Fall,2.9,No,2-Day Shipping,No,No,7,PayPal,Every 3 Months,2024-08-04
2003,31,Male,Scarf,Clothing,30,New York,M,Brown,Spring,3.1,No,Express,No,No,19,PayPal,Bi-Weekly,2024-08-04
2005,44,Male,Belt,Footwear,42,Georgia,L,Red,Fall,4.2,No,2-Day Shipping,No,No,13,Cash,Annually,2024-08-04
3427,47,Female,Handbag,Clothing,94,Oregon,XL,Blue,Spring,4.4,No,Standard,No,No,31,Credit Card,Monthly,2024-08-04
3785,54,Female,Scarf,Clothing,38,Virginia,M,Charcoal,Fall,4.3,No,Next Day Air,No,No,4,Venmo,Fortnightly,2024-08-04
2005,44,Male,Backpack,Footwear,91,Georgia,L,Violet,Summer,2.8,No,Standard,No,No,13,Cash,Weekly,2024-08-04
145,19,Male,T-shirt,Footwear,39,New Jersey,M,Blue,Fall,3.0,Yes,Next Day Air,Yes,Yes,25,Cash,Every 3 Months,2024-08-04
511,21,Male,Scarf,Clothing,58,West Virginia,M,Magenta,Fall,3.4,Yes,Express,Yes,Yes,22,Venmo,Monthly,2024-08-04
2024,46,Male,Sweater,Clothing,65,Idaho,S,Lavender,Winter,2.2,No,Next Day Air,No,No,28,Cash,Weekly,2024-08-04
2019,60,Male,Shorts,Accessories,82,Arkansas,S,Gray,Fall,3.6,No,Next Day Air,No,No,20,Bank Transfer,Quarterly,2024-08-04
2440,55,Male,Jewelry,Accessories,65,Arkansas,M,Silver,Summer,4.8,No,2-Day Shipping,No,No,45,Bank Transfer,Monthly,2024-08-05
2629,25,Male,Hoodie,Clothing,69,Wyoming,M,Blue,Spring,4.8,No,Express,No,No,42,Credit Card,Bi-Weekly,2024-08-05
128,24,Male,Sunglasses,Clothing,65,Mississippi,M,Red,Summer,2.6,Yes,2-Day Shipping,Yes,Yes,26,Credit Card,Quarterly,2024-08-05
5,45,Male,Gloves,Clothing,52,Oregon,M,Beige,Winter,2.9,Yes,Express,Yes,Yes,31,PayPal,Monthly,2024-08-05
634,66,Male,Backpack,Footwear,53,Minnesota,M,Green,Winter,5.0,Yes,Express,Yes,Yes,50,Debit Card,Weekly,2024-08-05
999,51,Male,Blouse,Footwear,23,Connecticut,M,Silver,Winter,2.4,Yes,Free Shipping,Yes,Yes,48,Bank Transfer,Bi-Weekly,2024-08-05
2751,51,Female,Gloves,Footwear,5,Alaska,L,Orange,Spring,3.3,No,2-Day Shipping,No,No,26,PayPal,Quarterly,2024-08-05
2760,68,Female,Sneakers,Footwear,46,Washington,M,White,Summer,3.8,No,Store Pickup,No,No,42,Cash,Every 3 Months,2024-08-05
1045,39,Male,Jacket,Clothing,60,Oregon,L,Beige,Summer,4.7,Yes,Next Day Air,Yes,Yes,17,Bank Transfer,Quarterly,2024-08-05
3349,28,Female,Jacket,Clothing,39,New Hampshire,L,Teal,Fall,2.4,No,Store Pickup,No,No,15,Cash,Every 3 Months,2024-08-05
585,70,Male,Gloves,Clothing,60,Indiana,M,Purple,Summer,3.5,Yes,Express,Yes,Yes,20,Debit Card,Bi-Weekly,2024-08-05
1118,25,Male,Blouse,Accessories,47,California,L,Lavender,Winter,4.2,No,Standard,Yes,Yes,24,Credit Card,Bi-Weekly,2024-08-05
1454,36,Male,Belt,Footwear,31,Virginia,S,Charcoal,Spring,4.4,No,Free Shipping,Yes,Yes,41,Bank Transfer,Quarterly,2024-08-05
2517,46,Male,Hoodie,Clothing,42,Utah,XL,Purple,Spring,4.9,No,2-Day Shipping,No,No,36,Debit Card,Every 3 Months,2024-08-05
2819,46,Female,Handbag,Clothing,41,California,M,Gray,Fall,4.6,No,Store Pickup,No,No,12,Debit Card,Annually,2024-08-05
2952,47,Female,Hoodie,Accessories,45,Arkansas,L,Green,Winter,2.9,No,2-Day Shipping,No,No,14,Cash,Weekly,2024-08-05
2199,57,Male,Sandals,Accessories,70,New York,L,Lavender,Summer,3.3,No,Next Day Air,No,No,35,Venmo,Monthly,2024-08-05
831,41,Male,Belt,Clothing,54,Wyoming,M,Lavender,Winter,2.2,Yes,Standard,Yes,Yes,5,Credit Card,Annually,2024-08-05
2946,32,Female,Backpack,Accessories,75,Delaware,M,Magenta,Spring,2.4,No,2-Day Shipping,No,No,1,Credit Card,Monthly,2024-08-05
881,39,Male,Coat,Accessories,35,Nevada,L,Turquoise,Fall,3.8,Yes,Store Pickup,Yes,Yes,25,Debit Card,Annually,2024-08-05
2552,29,Male,Sunglasses,Footwear,41,Minnesota,M,Magenta,Summer,2.1,No,Express,No,No,40,Debit Card,Bi-Weekly,2024-08-05
1469,42,Male,Boots,Accessories,46,Arkansas,S,Magenta,Winter,3.3,No,Standard,Yes,Yes,46,Cash,Bi-Weekly,2024-08-05
1374,18,Male,Shorts,Accessories,22,Virginia,L,Charcoal,Spring,2.2,No,Store Pickup,Yes,Yes,6,Cash,Weekly,2024-08-05
2845,32,Female,Jacket,Accessories,33,New Mexico,M,Maroon,Summer,3.9,No,Store Pickup,No,No,42,Venmo,Fortnightly,2024-08-05
345,24,Male,Shorts,Clothing,51,Virginia,M,Blue,Fall,3.4,Yes,Store Pickup,Yes,Yes,46,Debit Card,Fortnightly,2024-08-05
2238,45,Male,Dress,Footwear,75,Alabama,S,Charcoal,Winter,4.1,No,2-Day Shipping,No,No,31,Venmo,Weekly,2024-08-05
2647,33,Male,Hat,Clothing,45,New Mexico,S,Orange,Summer,3.7,No,Store Pickup,No,No,4,Debit Card,Weekly,2024-08-05
3688,34,Female,Shoes,Clothing,51,Arkansas,L,Gold,Summer,4.7,No,Store Pickup,No,No,28,Bank Transfer,Annually,2024-08-05
1420,43,Male,Backpack,Accessories,56,Montana,M,Cyan,Summer,4.3,No,Express,Yes,Yes,4,Debit Card,Weekly,2024-08-05
3222,21,Female,Shorts,Clothing,56,New Hampshire,M,Olive,Spring,3.1,No,Store Pickup,No,No,28,Cash,Weekly,2024-08-05
1151,29,Male,Shirt,Accessories,81,Kentucky,S,Maroon,Spring,2.4,No,Free Shipping,Yes,Yes,50,Venmo,Bi-Weekly,2024-08-05
843,59,Male,Sweater,Clothing,88,Missouri,M,White,Spring,3.1,Yes,Next Day Air,Yes,Yes,25,PayPal,Fortnightly,2024-08-05
1775,46,Male,Pants,Clothing,67,New York,M,Olive,Winter,4.0,No,Free Shipping,No,No,6,PayPal,Bi-Weekly,2024-08-05
138,68,Male,Hat,Footwear,72,Colorado,M,Yellow,Fall,2.9,Yes,Next Day Air,Yes,Yes,38,PayPal,Annually,2024-08-05
3370,47,Female,Socks,Clothing,44,Maine,M,Black,Summer,4.5,No,Store Pickup,No,No,42,Cash,Fortnightly,2024-08-05
3240,33,Female,Dress,Accessories,43,Colorado,M,Violet,Winter,4.0,No,2-Day Shipping,No,No,30,Cash,Every 3 Months,2024-08-05
2335,49,Male,Hoodie,Footwear,47,Kansas,L,Teal,Winter,4.4,No,Next Day Air,No,No,7,Credit Card,Annually,2024-08-05
2604,69,Male,Dress,Clothing,52,Washington,M,Gold,Fall,3.8,No,Free Shipping,No,No,8,Cash,Weekly,2024-08-05
1286,64,Male,Jewelry,Accessories,112,North Carolina,M,Olive,Winter,4.3,No,Free Shipping,Yes,Yes,45,Bank Transfer,Every 3 Months,2024-08-05
2294,37,Male,Skirt,Clothing,40,Georgia,L,Violet,Winter,4.9,No,Next Day Air,No,No,16,Debit Card,Monthly,2024-08-05
2808,56,Female,Shorts,Clothing,9,Maryland,M,Red,Summer,3.7,No,Store Pickup,No,No,10,Debit Card,Monthly,2024-08-05
1209,20,Male,Socks,Footwear,84,Wisconsin,S,Lavender,Summer,3.1,No,Free Shipping,Yes,Yes,8,Debit Card,Every 3 Months,2024-08-05
2466,18,Male,Socks,Footwear,50,Texas,M,Peach,Fall,3.2,No,Standard,No,No,20,Bank Transfer,Bi-Weekly,2024-08-05
1568,30,Male,T-shirt,Accessories,62,Minnesota,M,Yellow,Winter,3.8,No,Standard,Yes,Yes,9,Cash,Every 3 Months,2024-08-05
1511,55,Male,Shorts,Clothing,28,Maryland,XL,Maroon,Spring,4.7,No,Next Day Air,Yes,Yes,31,Venmo,Monthly,2024-08-05
2266,36,Male,Dress,Outerwear,42,Montana,XL,Black,Summer,4.5,No,Free Shipping,No,No,10,PayPal,Monthly,2024-08-05
1592,18,Male,Shirt,Clothing,85,South Dakota,L,Gray,Summer,3.9,No,Standard,Yes,Yes,24,PayPal,Quarterly,2024-08-05
1186,47,Male,Socks,Clothing,41,Maine,M,Magenta,Spring,3.7,No,Next Day Air,Yes,Yes,29,Credit Card,Bi-Weekly,2024-08-05
1585,41,Male,Jewelry,Clothing,52,Hawaii,S,Brown,Fall,4.5,No,Express,Yes,Yes,46,Credit Card,Weekly,2024-08-05
1584,37,Male,Gloves,Accessories,45,Maryland,XL,Magenta,Fall,4.0,No,Standard,Yes,Yes,8,Venmo,Weekly,2024-08-05
395,43,Male,Coat,Accessories,68,North Dakota,M,Indigo,Winter,3.8,Yes,2-Day Shipping,Yes,Yes,7,Debit Card,Monthly,2024-08-05
2254,62,Male,Jacket,Clothing,50,Oklahoma,M,Turquoise,Summer,3.2,No,Next Day Air,No,No,22,PayPal,Bi-Weekly,2024-08-05
1674,21,Male,Hoodie,Clothing,5,Hawaii,M,Gray,Winter,4.4,No,2-Day Shipping,Yes,Yes,49,Venmo,Every 3 Months,2024-08-05
1712,21,Male,Jewelry,Clothing,60,North Carolina,M,Olive,Spring,3.5,No,Store Pickup,No,No,19,Credit Card,Every 3 Months,2024-08-05
3714,49,Female,Belt,Footwear,78,Arizona,M,Green,Summer,3.2,No,Store Pickup,No,No,31,Debit Card,Annually,2024-08-05
834,43,Male,Socks,Accessories,54,Oklahoma,M,Blue,Spring,2.3,Yes,Store Pickup,Yes,Yes,11,Credit Card,Quarterly,2024-08-05
422,38,Male,Shirt,Clothing,37,Kentucky,M,Orange,Fall,3.8,Yes,2-Day Shipping,Yes,Yes,48,Cash,Every 3 Months,2024-08-05
770,52,Male,Sunglasses,Clothing,58,Delaware,M,Charcoal,Fall,2.7,Yes,Free Shipping,Yes,Yes,8,PayPal,Bi-Weekly,2024-08-06
2892,47,Female,Shoes,Clothing,64,Ohio,XL,Teal,Winter,4.7,No,Next Day Air,No,No,10,PayPal,Monthly,2024-08-06
2255,24,Male,Sunglasses,Accessories,32,North Dakota,M,Yellow,Summer,3.7,No,Standard,No,No,44,PayPal,Fortnightly,2024-08-06
562,65,Male,Jeans,Outerwear,57,Alabama,M,Beige,Fall,3.0,Yes,Next Day Air,Yes,Yes,25,PayPal,Annually,2024-08-06
733,34,Male,Boots,Clothing,85,New Hampshire,L,Green,Fall,2.6,Yes,Next Day Air,Yes,Yes,28,Cash,Annually,2024-08-06
3195,43,Female,Hat,Footwear,82,Maryland,L,Beige,Fall,2.2,No,2-Day Shipping,No,No,10,Credit Card,Bi-Weekly,2024-08-06
510,41,Male,Dress,Clothing,80,Delaware,L,Silver,Summer,4.2,Yes,Store Pickup,Yes,Yes,17,Debit Card,Monthly,2024-08-06
1606,70,Male,Coat,Accessories,43,Connecticut,M,Pink,Spring,2.4,No,2-Day Shipping,Yes,Yes,15,Credit Card,Monthly,2024-08-06
1891,36,Male,Sunglasses,Accessories,81,Hawaii,M,Turquoise,Spring,2.3,No,Next Day Air,No,No,5,Credit Card,Fortnightly,2024-08-06
467,38,Male,Sneakers,Clothing,34,Vermont,L,Olive,Summer,3.9,Yes,Store Pickup,Yes,Yes,25,PayPal,Weekly,2024-08-06
1405,36,Male,Belt,Accessories,73,New Mexico,M,Black,Spring,2.2,No,Next Day Air,Yes,Yes,10,Debit Card,Bi-Weekly,2024-08-06
897,69,Male,Hoodie,Accessories,51,Arkansas,M,Olive,Fall,4.9,Yes,Free Shipping,Yes,Yes,38,Cash,Bi-Weekly,2024-08-06
583,40,Male,Hat,Outerwear,63,Colorado,L,Red,Winter,2.6,Yes,2-Day Shipping,Yes,Yes,2,Bank Transfer,Annually,2024-08-06
583,40,Male,Socks,Outerwear,59,Colorado,L,Maroon,Fall,4.9,Yes,Store Pickup,Yes,Yes,2,Bank Transfer,Fortnightly,2024-08-06
3100,42,Female,Jewelry,Clothing,92,Michigan,S,White,Spring,2.6,No,Store Pickup,No,No,21,Bank Transfer,Quarterly,2024-08-06
3722,62,Female,Belt,Outerwear,94,Connecticut,L,Yellow,Fall,3.2,No,Store Pickup,No,No,10,Cash,Monthly,2024-08-06
3791,27,Female,Skirt,Accessories,65,Alaska,XL,Yellow,Winter,3.0,No,Store Pickup,No,No,31,Credit Card,Monthly,2024-08-06
393,26,Male,Backpack,Clothing,49,Idaho,XL,Teal,Fall,2.7,Yes,Next Day Air,Yes,Yes,38,Credit Card,Bi-Weekly,2024-08-06
991,48,Male,Coat,Accessories,76,Washington,S,Beige,Summer,2.7,Yes,Store Pickup,Yes,Yes,24,Cash,Monthly,2024-08-06
3306,34,Female,Jacket,Clothing,26,Nebraska,L,Red,Summer,2.6,No,Store Pickup,No,No,31,PayPal,Fortnightly,2024-08-06
2063,54,Male,Sneakers,Outerwear,76,South Carolina,L,Cyan,Fall,2.8,No,Free Shipping,No,No,15,Cash,Annually,2024-08-06
1280,63,Male,Shoes,Clothing,58,Maryland,L,Silver,Winter,4.5,No,2-Day Shipping,Yes,Yes,18,Debit Card,Annually,2024-08-06
37,35,Male,Socks,Clothing,62,Illinois,M,Indigo,Spring,2.4,Yes,Store Pickup,Yes,Yes,44,PayPal,Every 3 Months,2024-08-06
1949,54,Male,Hat,Clothing,96,Connecticut,L,Turquoise,Summer,3.8,No,Free Shipping,No,No,39,PayPal,Bi-Weekly,2024-08-06
1271,67,Male,T-shirt,Clothing,65,West Virginia,M,Orange,Spring,4.1,No,Standard,Yes,Yes,20,Cash,Fortnightly,2024-08-06
3215,53,Female,Backpack,Clothing,68,Washington,M,Gold,Fall,4.8,No,2-Day Shipping,No,No,6,Debit Card,Monthly,2024-08-06
443,29,Male,Pants,Accessories,58,Michigan,M,White,Winter,2.4,Yes,Express,Yes,Yes,31,Credit Card,Bi-Weekly,2024-08-06
1267,20,Male,Jewelry,Clothing,62,North Dakota,M,Orange,Spring,3.9,No,2-Day Shipping,Yes,Yes,14,Debit Card,Annually,2024-08-06
942,39,Male,Skirt,Accessories,82,Illinois,L,Silver,Fall,4.6,Yes,Standard,Yes,Yes,38,PayPal,Weekly,2024-08-06
169,34,Male,Gloves,Footwear,21,Louisiana,M,Violet,Summer,3.2,Yes,Free Shipping,Yes,Yes,5,Cash,Every 3 Months,2024-08-06
380,32,Male,Jewelry,Clothing,60,Montana,S,Pink,Fall,4.4,Yes,Express,Yes,Yes,46,Debit Card,Monthly,2024-08-06
506,61,Male,Jeans,Clothing,88,Maine,L,White,Summer,4.5,Yes,2-Day Shipping,Yes,Yes,9,Cash,Quarterly,2024-08-06
2244,56,Male,Jewelry,Clothing,119,Massachusetts,M,Brown,Summer,3.5,No,2-Day Shipping,No,No,13,Debit Card,Fortnightly,2024-08-06
1412,48,Male,Socks,Clothing,91,Louisiana,L,Charcoal,Fall,3.4,No,2-Day Shipping,Yes,Yes,13,Venmo,Fortnightly,2024-08-06
2924,28,Female,Sunglasses,Clothing,64,Pennsylvania,M,Olive,Fall,3.0,No,Express,No,No,12,Cash,Monthly,2024-08-06
2031,66,Male,Sweater,Accessories,45,New Mexico,S,Turquoise,Fall,3.0,No,Next Day Air,No,No,38,Credit Card,Annually,2024-08-06
97,32,Male,Scarf,Accessories,88,Delaware,S,Brown,Winter,3.3,Yes,Standard,Yes,Yes,43,Venmo,Every 3 Months,2024-08-06
2352,38,Male,Gloves,Clothing,74,New Hampshire,S,Black,Fall,3.6,No,Store Pickup,No,No,25,PayPal,Quarterly,2024-08-06
2596,29,Male,Boots,Clothing,87,Iowa,XL,Olive,Fall,3.6,No,Store Pickup,No,No,3,Bank Transfer,Quarterly,2024-08-06
2687,40,Female,Hat,Clothing,49,Georgia,M,Silver,Spring,3.6,No,Standard,No,No,33,Cash,Weekly,2024-08-06
1079,37,Male,Coat,Clothing,49,Arizona,M,Cyan,Fall,2.4,No,Next Day Air,Yes,Yes,49,Credit Card,Annually,2024-08-06
2467,32,Male,Skirt,Clothing,50,South Dakota,S,Maroon,Winter,3.6,No,2-Day Shipping,No,No,37,Cash,Every 3 Months,2024-08-06
606,40,Male,Sneakers,Accessories,42,California,XL,Indigo,Fall,3.1,Yes,Free Shipping,Yes,Yes,17,Bank Transfer,Fortnightly,2024-08-06
2838,65,Female,Scarf,Footwear,120,Alabama,M,Turquoise,Summer,2.3,No,Standard,No,No,44,PayPal,Weekly,2024-08-06
2388,36,Male,Sandals,Accessories,100,Tennessee,M,Brown,Winter,3.9,No,2-Day Shipping,No,No,14,Debit Card,Fortnightly,2024-08-06
2443,53,Male,Scarf,Clothing,39,Wyoming,L,Gold,Summer,3.3,No,Express,No,No,50,Debit Card,Bi-Weekly,2024-08-06
3408,46,Female,Hat,Clothing,51,Alabama,S,Red,Summer,4.5,No,2-Day Shipping,No,No,20,Cash,Monthly,2024-08-06
1217,62,Male,Jeans,Clothing,54,Utah,XL,Magenta,Spring,2.7,No,2-Day Shipping,Yes,Yes,3,Venmo,Weekly,2024-08-06
1073,48,Male,Sneakers,Clothing,42,Idaho,L,Brown,Summer,4.6,No,Standard,Yes,Yes,34,Debit Card,Weekly,2024-08-06
1731,23,Male,Socks,Clothing,86,Alabama,S,Yellow,Fall,2.9,No,Standard,No,No,26,Credit Card,Quarterly,2024-08-06
1151,29,Male,Sunglasses,Accessories,56,Kentucky,S,Lavender,Winter,4.9,No,2-Day Shipping,Yes,Yes,50,Venmo,Annually,2024-08-06
2690,29,Female,T-shirt,Clothing,92,Wyoming,M,Gray,Winter,3.2,No,Express,No,No,47,PayPal,Quarterly,2024-08-06
929,67,Male,Backpack,Clothing,58,Arkansas,XL,Green,Summer,4.7,Yes,Store Pickup,Yes,Yes,31,Cash,Annually,2024-08-06
2827,32,Female,Hat,Accessories,65,Florida,L,Charcoal,Spring,3.0,No,Free Shipping,No,No,23,Venmo,Fortnightly,2024-08-06
312,69,Male,Skirt,Clothing,75,Rhode Island,L,Violet,Summer,4.8,Yes,Store Pickup,Yes,Yes,19,Bank Transfer,Every 3 Months,2024-08-06
3439,26,Female,Skirt,Clothing,49,Kentucky,M,Beige,Fall,4.7,No,Next Day Air,No,No,33,Credit Card,Quarterly,2024-08-06
1436,45,Male,Socks,Accessories,82,Oregon,XL,Teal,Winter,4.5,No,Store Pickup,Yes,Yes,41,Cash,Weekly,2024-08-06
623,69,Male,Jeans,Clothing,51,Georgia,S,Blue,Summer,4.4,Yes,Standard,Yes,Yes,44,Bank Transfer,Monthly,2024-08-06
2771,50,Female,Scarf,Footwear,35,Nebraska,S,Green,Fall,3.0,No,Store Pickup,No,No,22,Bank Transfer,Fortnightly,2024-08-06
3490,48,Female,Shoes,Clothing,56,Idaho,L,Maroon,Summer,4.9,No,Standard,No,No,32,PayPal,Every 3 Months,2024-08-06
526,51,Male,Coat,Outerwear,58,Iowa,M,Olive,Winter,4.7,Yes,2-Day Shipping,Yes,Yes,41,Debit Card,Annually,2024-08-06
1220,19,Male,Coat,Clothing,26,Vermont,M,Olive,Spring,3.0,No,Free Shipping,Yes,Yes,35,Credit Card,Annually,2024-08-06
1694,63,Male,Jewelry,Outerwear,46,Tennessee,XL,Teal,Summer,4.4,No,Store Pickup,No,No,45,Bank Transfer,Weekly,2024-08-06
3542,59,Female,Shoes,Clothing,67,Virginia,M,Charcoal,Spring,3.3,No,Express,No,No,22,PayPal,Every 3 Months,2024-08-06
390,27,Male,Belt,Footwear,39,Virginia,L,Teal,Summer,4.7,Yes,Express,Yes,Yes,28,Bank Transfer,Fortnightly,2024-08-07
3693,59,Female,Jacket,Outerwear,82,Alabama,L,Teal,Summer,3.2,No,Next Day Air,No,No,29,Cash,Quarterly,2024-08-07
2412,49,Male,Shorts,Clothing,73,Virginia,M,Maroon,Fall,3.2,No,Store Pickup,No,No,35,Cash,Quarterly,2024-08-07
2433,59,Male,Jeans,Outerwear,48,Hawaii,M,Pink,Fall,3.8,No,Next Day Air,No,No,43,Venmo,Bi-Weekly,2024-08-07
2832,34,Female,Socks,Clothing,58,Virginia,L,Brown,Spring,3.7,No,Next Day Air,No,No,4,Credit Card,Every 3 Months,2024-08-07
